uma,中項目,小項目(辞書版出来ました),"追加したい項目は追加希望シートに記載ください,調べたい物は,検索シートが便利です",,大項目,34,中項目,
成人向け,テンプレ,中出しエッチ,"{{{pussy}}},{{{vaginal}}},{{{sex}}},{{{1boy}}},penis,{{{nsfw}}},{{{{{sperma}}}}},cum in uterus,cream shoot,{{creampie}},{{{anime}}},beautiful detailed small pussy",",",,,,
成人向け,テンプレ,電車痴漢,"nsfw,{{{{{on the train}}}}},{highres},looking at viewer,teasingsmile,sweatdrop,best quality,highly detaile,lying on person,ass,stretch legs,bare legs,from above,{{{{{shiny skin}}}}},{standing on one leg},{leg grab},{leg up},from side ~ nude,nipples,pussy,arched back,clothed sex,{{{{{1boy}}}}},{{{sex from behind}}},{{{standing doggy style}}},{{{standing sex}}},{{torso grab}},{{paizuri}},public indecency,love juice,undressing,{{{{{{{{{{bukkake}}}}}}}}}},{{{{{{{{{{excessive cum}}}}}}}}}},{{{{{{{{{{cum on breasts}}}}}}}}}},{{{{{{{{{{pojecile cum}}}}}}}}}},{{{{{{{{{{cum in pussy}}}}}}}}}},naked,manyboysis,{{{{{{{{{{head out of frame}}}}}}}}}}",",",,,,
成人向け,テンプレ,放尿,"1girl,squatting,nsfw,{{{""pussy juice drip through clothes""}}}, {{peeing}}, ""yellow puddle""",",",,,,
成人向け,テンプレ,乱交テンプレ,"{{{masterpiece}}}, nsfw, 1girl,{{{3boys}}}, {{promiscuous sex}},2sex, showing navel and{{light pink nipples}}, presenting{{wet pussy}},{pussy juice},anal focus,laugh,threesome, on bed, all fours,fellatio,cum in mouth,cum in pussy",",",,,,
成人向け,テンプレ,輪姦後背位テンプレ,"{{{masterpiece}}}, nsfw,{{intense angle}},{{fuck buddy}},{{{friend with benefits}}},leaning forward,{{{{doggy style}}}},{{{{{wet sweat}}}}},{{{{{sex}}}}},{{girl in heat}},4boys,cockslut,{{orgy}},open mouth,sperma,{{{{{creampie}}}}},{{girl in heat}},gang bang,sweatdrop,flying sweatdrops,holding hands",",",,,,
成人向け,テンプレ,露出テンプレ,"{{{masterpiece}}},{best quality},{highres},nsfw,nude,nipples,navel,pussy,vaginal,sweat,sex,outside,squatting,arm support",",",,,,
成人向け,テンプレ,露出ピーステンプレ,"{{{masterpiece}}},{best quality},{highres},nsfw,nude,nipples,navel,pussy,vaginal,sweat,sex,outside,squatting,double peace",",",,,,
成人向け,プレイ,NTR,cuckold,",",,,,
成人向け,プレイ,Wフェラ,"cooperative fellatio,herem",",",,,,
成人向け,プレイ,アナル舐め,anilingus,",",,,,
成人向け,プレイ,イラマチオ ,irrumatio,",",,,,
成人向け,プレイ,エッチな開脚,"squatting,arms behind head,spread legs, double peace",",",,,,
成人向け,プレイ,コンドーム付きペニス,used condom on penis,",",,,,
成人向け,プレイ,セックス,sex,",",,,,
成人向け,プレイ,セックス(男性との),intercourse with a man,",",,,,
成人向け,プレイ,セフレ,friend with benefits,",",,,,
成人向け,プレイ,セフレ2,fuck buddy,",",,,,
成人向け,プレイ,ちんぐり返し,folded,",",,,,
成人向け,プレイ,ちんぐり返し騎乗位,amazon position,",",,,,
成人向け,プレイ,ディルドを膣に挿入します,insert dildo to pussy,",",,,,
成人向け,プレイ,パイズリ,paizuri,",",,,,
成人向け,プレイ,ひょっとこフェラ,:>=,",",,,,
成人向け,プレイ,フェラ顔,blowjob face,",",,,,
成人向け,プレイ,レイプ,rape,",",,,,
成人向け,プレイ,駅弁,suspended congress,",",,,,
成人向け,プレイ,看護手コキ,nursing handjob,",",,,,
成人向け,プレイ,亀甲縛り,tortoise shell bondage,",",,,,
成人向け,プレイ,玉なめ,testicle sucking,",",,,,
成人向け,プレイ,見境のないセックス,promiscuous sex,",",,,,
成人向け,プレイ,後ろ手に目隠し,arms behind back blindfold,",",,,,
成人向け,プレイ,"公然猥褻,野外露出",public indecency,",",,,,
成人向け,プレイ,"拘束,亀甲縛り",the rope my crotch,",",,,,
成人向け,プレイ,触手がファック,tentacles fucks,",",,,,
成人向け,プレイ,触手肛門挿入,tentacles anal fuck,",",,,,
成人向け,プレイ,触手膣挿入,tentacles vaginal fuck,",",,,,
成人向け,プレイ,寝バック,prone bone,",",,,,
成人向け,プレイ,深く咥える,swallow,",",,,,
成人向け,プレイ,睡姦,sleeping rape,",",,,,
成人向け,プレイ,性交がないエロ,softcore,",",,,,
成人向け,プレイ,性交のあるエロ,hardcore,",",,,,
成人向け,プレイ,側位,spooning,",",,,,
成人向け,プレイ,対面座位,upright straddle,",",,,,
成人向け,プレイ,痴漢1,molest,",",,,,
成人向け,プレイ,痴漢2,molestation,",",,,,
成人向け,プレイ,着衣セックス,clothed sex,",",,,,
成人向け,プレイ,着衣プレイ,cfnm,",",,,,
成人向け,プレイ,乳首なめ,breast sucking,",",,,,
成人向け,プレイ,背面騎乗位,reverse cowgirl position,",",,,,
成人向け,プレイ,背面座位,reverse upright straddle,",",,,,
成人向け,プレイ,売春(援交),prostitution,",",,,,
成人向け,プレイ,母乳育児,breastfeeding,",",,,,
成人向け,プレイ,放尿,peeing,",",,,,
成人向け,プレイ,乱交,orgy,",",,,,
成人向け,プレイ,輪姦,gang bang,",",,,,
成人向け,プレイ,輪姦2,gang rape,",",,,,
成人向け,プレイ,膣を広げる,insert fingers to pussy,",",,,,
成人向け,ポーズ,お尻をつかんでいるポーズ,ass grab,",",,,,
成人向け,ポーズ,脚を大きく広げる,licking testicle,",",,,,
成人向け,射精,お尻に出す,acp,",",,,,
成人向け,射精,溢れる精液,creampie　,",",,,,
成人向け,射精,顔射1,bukkake,",",,,,
成人向け,射精,胸にぶっかけ,cum on breasts,",",,,,
成人向け,射精,口開け舌出し,oral invitation,",",,,,
成人向け,射精,口内射精,cim,",",,,,
成人向け,射精,口内射精2,cum in mouth,",",,,,
成人向け,射精,拘束中出し,criempie drop,",",,,,
成人向け,射精,射精1,cream shoot,",",,,,
成人向け,射精,射精2,cumshot,",",,,,
成人向け,射精,射精3,ejaculation,",",,,,
成人向け,射精,受精,fertilization,",",,,,
成人向け,射精,精液ごっくん,gulp,",",,,,
成人向け,射精,体にぶっかけ,cum on body,",",,,,
成人向け,射精,大量射精,excessive cum,",",,,,
成人向け,射精,中出し,cum in pussy,",",,,,
成人向け,射精,髪にぶっかけ,cum on hair,",",,,,
成人向け,射精,飛び散る射精,pojecile cum,",",,,,
成人向け,射精,服にぶっかけ,cum on clothes,",",,,,
成人向け,状態,イキそう,be almost there,",",,,,
成人向け,状態,息切れ,breathless,",",,,,
成人向け,状態,白いスプラッシュ,white splash,",",,,,
成人向け,状態,発情期の女の子,girl in heat,",",,,,
成人向け,性器,"アナル,肛門",anal,",",,,,
成人向け,性器,クリトリス,excellent beautiful pussy,",",,,,
成人向け,性器,とても美しい女性器,,",",,,,
成人向け,性器,ふくらんでいる乳首,puffy nipples,",",,,,
成人向け,性器,ふたなり,futanari,",",,,,
成人向け,性器,ロリマン,beautiful xtra small pussy,",",,,,
成人向け,性器,血管が浮き出るペニス,veiny penis,",",,,,
成人向け,性器,子宮,the uterus,",",,,,
成人向け,性器,性器,pussy,",",,,,
成人向け,性器,女性器2,vagina,",",,,,
成人向け,性器,女性器3,cunt,",",,,,
成人向け,性器,尻,hip,",",,,,
成人向け,性器,尻の穴、肛門,anus,",",,,,
成人向け,性器,精巣,testis,",",,,,
成人向け,性器,大きなペニス,big penis,",",,,,
成人向け,性器,大きなペニス2,large penis,",",,,,
成人向け,性器,淡いピンクの乳首,light pink nipples,",",,,,
成人向け,性器,男性器,penis,",",,,,
成人向け,性器,乳首ポロリ,nipple slip,",",,,,
成人向け,性器,濡れた女性器,wet pussy,",",,,,
成人向け,性器,美しい膣,beautiful vagina,",",,,,
成人向け,性器,膣,vaginal,",",,,,
成人向け,性器の状態,スジ,cameltoe,",",,,,
成人向け,性器の状態,ピンクの乳首,pink nipples,",",,,,
成人向け,性器の状態,マンすじ,camel toe,",",,,,
成人向け,性器の状態,子宮内の精液,cum in uterus,",",,,,
成人向け,性器の状態,事後の膣,after vaginal,",",,,,
成人向け,性器の状態,濡れた膣,wet vagina,",",,,,
成人向け,性器の状態,膣から精子,cum inside pussy,",",,,,
成人向け,性的な道具,コンドーム,condom with sperm (object),",",,,,
成人向け,性的な道具,ペニスバンド,penis band,",",,,,
成人向け,性的な道具,巨大なディルド,huge dildo,",",,,,
成人向け,性的な道具,触手,tentacle,",",,,,
成人向け,性的な道具,多くの触手,many tentacles,",",,,,
成人向け,性的な道具,咥えコンドーム,condom in mouth,",",,,,
成人向け,絶頂,オーガズム,orgasm,",",,,,
成人向け,絶頂,絶頂,cum,",",,,,
成人向け,絶頂,潮吹き1,squirting,",",,,,
成人向け,絶頂,潮吹き2,female ejaculation,",",,,,
成人向け,絶頂,潮吹き3,gushing,",",,,,
成人向け,前戯,オナニー1,wank,",",,,,
成人向け,前戯,オナニー2,masturbation,",",,,,
成人向け,前戯,オナニー3,masturbate,",",,,,
成人向け,前戯,ディープスロート,deep throat,",",,,,
成人向け,前戯,パイズリ1,titty fuck,",",,,,
成人向け,前戯,パイズリ2,titfuck,",",,,,
成人向け,前戯,パイズリ3,tit wank,",",,,,
成人向け,前戯,フェラ1,fellatio,",",,,,
成人向け,前戯,フェラ2,blow job,",",,,,
成人向け,前戯,手コキ,handjob,",",,,,
成人向け,前戯,足コキ,footjob,",",,,,
成人向け,属性,ヤリマン,cockslut,",",,,,
成人向け,属性,淫らな,lewd,",",,,,
成人向け,属性,淫乱1,nympho,",",,,,
成人向け,属性,淫乱2,nymphomaniac,",",,,,
成人向け,属性,肉便器,cumdump,",",,,,
成人向け,体位,2穴挿入,double penetration,",",,,,
成人向け,体位,お尻を突き出す,top-down bottom-up,",",,,,
成人向け,体位,シックスナイン1,69,",",,,,
成人向け,体位,シックスナイン2,sixty nine,",",,,,
成人向け,体位,騎乗位,cowgirl position,",",,,,
成人向け,体位,後背位1,doggy style,",",,,,
成人向け,体位,交差位,tribadism,",",,,,
成人向け,体位,正常位,missionary position,",",,,,
成人向け,体位,前と後ろから挿入,spitroast,",",,,,
成人向け,体位,膝立ち後背位,kneeling doggystyle,",",,,,
生物,その他,カイジュウ,kaijuu,",",,,,
生物,恐竜,恐竜,dinosaur,",",,,,
生物,鳥類,カラス,crow,",",,,,
生物,動物,たぬき,tanuki,",",,,,
生物,動物,犬,dog,",",,,,
生物,動物,子馬,pony,",",,,,
生物,動物,猫,cat,",",,,,
装飾,その他,浮き輪,innertube,",",,,,
装飾,メイク,タトゥー,tattoo,",",,,,
装飾,メイク,タトゥー2,pubic tattoo,",",,,,
装飾,メイク,"化粧,メイク",makeup,",",,,,
装飾,メイク,顔面タトゥー,facial tattoo,",",,,,
装飾,メイク,肩のタトゥー,shoulder tattoo,",",,,,
装飾,メイク,腕のタトゥー,arm tattoo,",",,,,
装飾,メイク,痣,birthmark,",",,,,
装飾,下半身,ベルト,belt,",",,,,
装飾,下半身,ベルト2,buckle,",",,,,
装飾,下半身,ベルト3,belt buckle,",",,,,
装飾,下半身,レッグホルスター,thigh holster,",",,,,
装飾,下半身,帯,obi,",",,,,
装飾,下半身,帯2,sash,",",,,,
装飾,眼鏡,"アイパッチ,眼帯",eyepatch,",",,,,
装飾,眼鏡,"サングラス,グラサン",sunglasses,",",,,,
装飾,眼鏡,ハーフフレームメガネ,semi rimless eyewear,",",,,,
装飾,眼鏡,モノクル,monocle,",",,,,
装飾,眼鏡,丸メガネ,round eyewear,",",,,,
装飾,眼鏡,眼鏡,glasses,",",,,,
装飾,持つ奴,エレキギター,Electric guitar,",",,,,
装飾,持つ奴,バッグ,bag,",",,,,
装飾,持つ奴,バッグ2,handbag,",",,,,
装飾,持つ奴,バッグ4,shoulder bag,",",,,,
装飾,持つ奴,杖,staff,",",,,,
装飾,持つ奴,杖2,stick,",",,,,
装飾,持つ奴,杖3,cane,",",,,,
装飾,持つ奴,杖4,wand,",",,,,
装飾,持つ奴,杖5,mace,",",,,,
装飾,持つ奴,杖6,crutch,",",,,,
装飾,持つ奴,扇子,hand fan,",",,,,
装飾,持つ奴,提灯,paper lantern,",",,,,
装飾,持つ奴,和傘,oil paper umbrella,",",,,,
装飾,耳,イヤーマフ,earmuffs,",",,,,
装飾,耳,イヤリング,earrings,",",,,,
装飾,耳,フープイヤリング,hoop earrings,",",,,,
装飾,手,アンクレット,anklet,",",,,,
装飾,手,シュシュ,scrunchie,",",,,,
装飾,手,ビーズブレスレット,bead bracelet,",",,,,
装飾,手,ブレスレット,bracelet,",",,,,
装飾,手,手首にカフスだけ付いてるやつ,wrist cuffs,",",,,,
装飾,手,"手枷,足枷",shackles,",",,,,
装飾,手,腕時計,wristwatch,",",,,,
装飾,手袋,指輪,ring,",",,,,
装飾,首,IDカード（社員証）,id card,",",,,,
装飾,首,O型のリング,o ring,",",,,,
装飾,首,アスコットタイ,blue ascot,",",,,,
装飾,首,"チョーカー,首輪",choker,",",,,,
装飾,首,ドッグタグ,dog tags,",",,,,
装飾,首,ネクタイ,necktie,",",,,,
装飾,首,ネックレス,necklace,",",,,,
装飾,首,リボン,ribbon,",",,,,
装飾,首,リボン２,bow,",",,,,
装飾,首,首に巻く布,neckerchief,",",,,,
装飾,首,首輪,leash,",",,,,
装飾,首,首輪2,collar,",",,,,
装飾,首,蝶ネクタイ,bowties,",",,,,
装飾,上半身,ケープ,cape,",",,,,
装飾,上半身,スカーフ,scarf,",",,,,
装飾,上半身,ボディハーネス,harness,",",,,,
装飾,上半身,ボディハーネス2,chest harness,",",,,,
装飾,上半身,リュック,backpack,",",,,,
装飾,上半身,胸当て,breastplate,",",,,,
装飾,上半身,肩章,epaulettes,",",,,,
装飾,上半身,小さなマント,capelet,",",,,,
装飾,上半身,上腕の装飾,armlet,",",,,,
装飾,上半身,蝙蝠の翼,bat wings,",",,,,
装飾,装飾,ジュエリー,jewelry,",",,,,
装飾,装飾,タオル,towel,",",,,,
装飾,装飾,人形,doll,",",,,,
装飾,装飾,包帯,bandages,",",,,,
装飾,装飾,宝飾品,gemological ornaments,",",,,,
装飾,頭部,SCIFI系髪の装飾品,scifi hair ornaments,",",,,,
装飾,頭部,ギャグボール,ball gag,",",,,,
装飾,頭部,ギャグボール2,towel gag,",",,,,
装飾,頭部,バッテン髪飾り,x hair ornament,",",,,,
装飾,頭部,ヘアクリップ,hairclip,",",,,,
装飾,頭部,ヘアゴム,hair bobbles,",",,,,
装飾,頭部,ヘアピン,hairpin,",",,,,
装飾,頭部,ヘッドギア,head gear,",",,,,
装飾,頭部,ヘッドフォン,headphones,",",,,,
装飾,頭部,ヘルメット,helmet,",",,,,
装飾,頭部,マスク,mouth mask,",",,,,
装飾,頭部,花の髪飾り,hair flower,",",,,,
装飾,頭部,頭の羽,head wings,",",,,,
装飾,頭部,"髪の房止め,霊夢の頭のあれ",hair tubes,",",,,,
装飾,頭部,布とか髪とか通すリボン,ribbon trim,",",,,,
装飾,頭部,編み込み,french braid,",",,,,
装飾,頭部,編み込みが一つ,single braid,",",,,,
装飾,頭部,目隠し,blindfold,",",,,,
装飾,頭部,鈴飾り,hair bell,",",,,,
装飾,武器,ブーケ,bouquet,",",,,,
装飾,武器,ムチ,whip,",",,,,
装飾,武器,剣,sword,",",,,,
装飾,武器,銃,gun,",",,,,
装飾,武器,水鉄砲,water gun,",",,,,
装飾,武器,刀,katana,",",,,,
装飾,武器,二丁拳銃,dual wielding,",",,,,
装飾,武器,日本刀,japanese sword,",",,,,
装飾,帽子,カチューシャ,horseshoe shaped hairband,",",,,,
装飾,帽子,キャスケット,cabbie hat,",",,,,
装飾,帽子,サンバイザー,visor cap,",",,,,
装飾,帽子,シルクハット,top hat,",",,,,
装飾,帽子,セーラー帽,sailor hat,",",,,,
装飾,帽子,ナースカップ,nurse cap,",",,,,
装飾,帽子,ニット帽,beanie,",",,,,
装飾,帽子,ニット帽2,knitted hat,",",,,,
装飾,帽子,バンダナ,bandana,",",,,,
装飾,帽子,ふんわりとしたお嬢様っぽい帽子,bonnet,",",,,,
装飾,帽子,ベレー帽,beret,",",,,,
装飾,帽子,ミニ王冠,ascot,",",,,,
装飾,帽子,ミニ帽子,mini hat,",",,,,
装飾,帽子,モブキャップ,mob cap,",",,,,
装飾,帽子,リボンの付いた帽子,hat ribbon,",",,,,
装飾,帽子,花冠,head wreath,",",,,,
装飾,帽子,花飾り,floral decoration,",",,,,
装飾,帽子,官帽,peaked cap,",",,,,
装飾,帽子,軍帽,military hat,",",,,,
装飾,帽子,軍帽2,cap,",",,,,
装飾,帽子,頭飾り,headpiece,",",,,,
装飾,帽子,動物の形のフード,animal hood,",",,,,
装飾,帽子,麦わら帽子,straw hat,",",,,,
装飾,帽子,鉢巻,headband,",",,,,
装飾,帽子,髪飾り,hair ornament,",",,,,
装飾,帽子,帽子,hat,",",,,,
装飾,帽子,魔女の帽子,witch hat,",",,,,
装飾,未分類,アームリング,arm ring,",",,,,
装飾,未分類,ケープフード,cape hood,",",,,,
属性,国,アメリカ,american,",",,,,
属性,国,中国,chinese,",",,,,
属性,国,日本,japanese,",",,,,
属性,国,日本2,japan,",",,,,
属性,種族,アライグマ,racoon,",",,,,
属性,種族,ヴァンパイア,vampire,",",,,,
属性,種族,ウェアウルフ,werewolf,",",,,,
属性,種族,ウマ娘,umamusume,",",,,,
属性,種族,エルフ,elf,",",,,,
属性,種族,オーク,orc,",",,,,
属性,種族,キョンシー,jiangshi,",",,,,
属性,種族,ケモノ,furry,",",,,,
属性,種族,ゴブリン,goblin,",",,,,
属性,種族,サイボーグ,cyborg,",",,,,
属性,種族,サキュバス,succubus,",",,,,
属性,種族,スライム,slime,",",,,,
属性,種族,ゾンビ,zombie,",",,,,
属性,種族,ダークエルフ,dark elf,",",,,,
属性,種族,ドラフ族（グラブル）,draph,",",,,,
属性,種族,ニンフ,nymph,",",,,,
属性,種族,ハーピィ,harpy,",",,,,
属性,種族,メカ,mecha,",",,,,
属性,種族,メカ娘,mecha musume,",",,,,
属性,種族,モンスター娘,monster girl,",",,,,
属性,種族,ラミア,lamia,",",,,,
属性,種族,ロボ,robot,",",,,,
属性,種族,悪魔,devil,",",,,,
属性,種族,狐っ子,fox girl,",",,,,
属性,種族,骨になる,skeleton,",",,,,
属性,種族,深海棲艦(艦これ),abyssal ship,",",,,,
属性,種族,人魚,mermaid,",",,,,
属性,種族,天使,angel,",",,,,
属性,種族,幽霊,ghost,",",,,,
属性,種族,幼児２(loliよりもさらに年齢低め),"toddler, child,",",",,,,
属性,種族,妖精,fairy,",",,,,
属性,職業,ウェイトレス,waitress,",",,,,
属性,職業,くノ一,kunoichi (ninja girl),",",,,,
属性,職業,クロスボウ使い,crossbowman,",",,,,
属性,職業,シスター,nun,",",,,,
属性,職業,チアガール,cheerleader,",",,,,
属性,職業,ナース,nurse,",",,,,
属性,職業,バーバリアン,barbarian,",",,,,
属性,職業,バニーガール,bunny girl,",",,,,
属性,職業,バニーガール2,bunny suits,",",,,,
属性,職業,バニーガール3,playboy bunny,",",,,,
属性,職業,メイド,maid,",",,,,
属性,職業,レースクイーン,race queen,",",,,,
属性,職業,レンジャー,ranger,",",,,,
属性,職業,暗殺者,assassin,",",,,,
属性,職業,海賊,pirate,",",,,,
属性,職業,格闘家,grappler,",",,,,
属性,職業,学生,student,",",,,,
属性,職業,祈祷師,sorceress,",",,,,
属性,職業,騎士,knight,",",,,,
属性,職業,騎兵,rider,",",,,,
属性,職業,弓術士,archer,",",,,,
属性,職業,強盜,bandit,",",,,,
属性,職業,狂戰士,berserker,",",,,,
属性,職業,雇われ兵,mercenary,",",,,,
属性,職業,作業員,bluecollar worker,",",,,,
属性,職業,侍,samurai,",",,,,
属性,職業,受付娘,reception girl,",",,,,
属性,職業,商人,merchant,",",,,,
属性,職業,娼婦,prostitute,",",,,,
属性,職業,職業,bard,",",,,,
属性,職業,神官,clergy,",",,,,
属性,職業,聖騎士,paladin,",",,,,
属性,職業,聖職者,cleric,",",,,,
属性,職業,戦士,warrior,",",,,,
属性,職業,忍者,ninja,",",,,,
属性,職業,農婦,countrywoman,",",,,,
属性,職業,婦警,policewoman,",",,,,
属性,職業,魔女,witch,",",,,,
属性,職業,魔法使い,mage,",",,,,
属性,職業,魔法少女,magical girl,",",,,,
属性,職業,踊り子,dancer,",",,,,
属性,職業,龍騎士,dragoon,",",,,,
属性,職業,巫女,miko,",",,,,
属性,職業,盜賊,thief,",",,,,
属性,性質,アルビノ,albino,",",,,,
属性,性質,ギャル,gyaru,",",,,,
属性,性質,サディスト,sadist,",",,,,
属性,性質,トランス,trans,",",,,,
属性,性質,トランスセクシュアル,trannsexual,",",,,,
属性,性質,ばぶみ,babumi,",",,,,
属性,性質,ビッチ,bitch,",",,,,
属性,性質,マゾヒスト,masochism,",",,,,
属性,性質,ヤンデレ,yandere,",",,,,
属性,性質,可愛い,kawaii,",",,,,
属性,性質,可愛い女の子,cute and kawaii girl,",",,,,
属性,性質,筋肉質,muscular,",",,,,
属性,性質,雌雄同体,hermaphrodite,",",,,,
属性,性質,女性,women,",",,,,
属性,性質,男の娘,otoko no ko,",",,,,
属性,性質,百合,shoujo ai,",",,,,
属性,性質,百合,yuri,",",,,,
属性,性質,母性,motherly,",",,,,
属性,属性,かっこいい,cool,",",,,,
属性,属性,スケルトンガール,skeleton girl,",",,,,
属性,属性,トランスジェンダー2,tranny,",",,,,
属性,属性,ふたなり２,futa,",",,,,
属性,属性,メスガキ,mesugaki,",",,,,
属性,属性,ヤオイ,yaoi,",",,,,
属性,属性,強い女の子,strong girl,",",,,,
属性,年齢層,お姉さん,assertive female,",",,,,
属性,年齢層,ショタ,shota,",",,,,
属性,年齢層,ロリ,loli,",",,,,
属性,年齢層,子供,child,",",,,,
属性,年齢層,思春期,puberty,",",,,,
属性,年齢層,熟女,milf,",",,,,
属性,年齢層,女の子,girl,",",,,,
属性,年齢層,女子高校生,high school girl,",",,,,
属性,年齢層,少女,little girl,",",,,,
属性,年齢層,青年,youth,",",,,,
属性,年齢層,赤ちゃん,baby,",",,,,
属性,年齢層,男子高校生,high school boy,",",,,,
属性,年齢層,幼児,"loli,minigirl,flat chest,preschooler",",",,,,
属性,年齢層,幼児２(loliよりもさらに年齢低め),"toddler, child,",",",,,,
動作,しぐさ,あくび,yawning,",",,,,
動作,しぐさ,ウインク,one eye closed,",",,,,
動作,しぐさ,キス待ち,imminent kiss,",",,,,
動作,しぐさ,ぬいぐるみを抱く,stuffed toy,",",,,,
動作,しぐさ,ぬいぐるみを抱く2,stuffed animal,",",,,,
動作,しぐさ,メガネを直す,adjusting eyewear,",",,,,
動作,しぐさ,何かで口を覆う,covering mouth,",",,,,
動作,しぐさ,何かを抱いている,object hug,",",,,,
動作,しぐさ,顎に手をかざす,hand on own chin,",",,,,
動作,しぐさ,顔を抑える,facepalm,",",,,,
動作,しぐさ,机の上に胸を置く,breasts rest on table,,,,,
動作,しぐさ,"胸を押さえる,支える",breast hold,,,,,
動作,しぐさ,胸囲が欲しい,breasts envy,,,,,
動作,しぐさ,腰に両手を当てる,hands on hips,,,,,
動作,しぐさ,指を舐める,finger to mouth,",",,,,
動作,しぐさ,歯むき出し,round teeth,",",,,,
動作,しぐさ,歯を噛みしめる,slenched teeth,",",,,,
動作,しぐさ,歯を食いしばる2,clenched teeth,",",,,,
動作,しぐさ,手をぎゅっと握る,interlocked fingers,",",,,,
動作,しぐさ,手をポケットに入れる,hands in pockets,",",,,,
動作,しぐさ,手を頭に当てる,hand in own hair,",",,,,
動作,しぐさ,手を帽子に,hand on headwear,",",,,,
動作,しぐさ,手を頬に,hand on own cheek,",",,,,
動作,しぐさ,首かしげ,head tilt,",",,,,
動作,しぐさ,尻尾が上がる,tail raised,",",,,,
動作,しぐさ,舌を出す,tongue out,",",,,,
動作,しぐさ,足の間に手を入れる,between legs,",",,,,
動作,しぐさ,髪をつかむ,holding hair,",",,,,
動作,しぐさ,腕まくり,sleeves rolled up,",",,,,
動作,たくし上げ,シャツたくし上げ,shirt lift,",",,,,
動作,たくし上げ,スカートたくし上げ,lift up one's skirt,",",,,,
動作,たくし上げ,スカートたくし上げ2,upskirt,",",,,,
動作,たくし上げ,セーターたくし上げ,sweater lift,",",,,,
動作,たくし上げ,たくし上げ,clothes lift,",",,,,
動作,ポーズ,I字ポーズ,standing split,",",,,,
動作,ポーズ,うつ伏せ,on stomach,",",,,,
動作,ポーズ,がおーポーズ,claw pose,",",,,,
動作,ポーズ,しゃがみ込む,squat down,",",,,,
動作,ポーズ,しゃがむ,squatting,",",,,,
動作,ポーズ,ストレッチポーズ,stretching,",",,,,
動作,ポーズ,ダイナミックなポーズ,dynamic pose,",",,,,
動作,ポーズ,ファイティングポーズ,fighting stance,",",,,,
動作,ポーズ,ポッケに手を突っ込む,hand in pocket,",",,,,
動作,ポーズ,"またがり, M字開脚,馬乗り",straddling,",",,,,
動作,ポーズ,"椅子に持たれて座る,リクライニング",reclining,",",,,,
動作,ポーズ,横たわっている,on side,",",,,,
動作,ポーズ,開脚,open your legs wide,",",,,,
動作,ポーズ,逆さま,upside down,",",,,,
動作,ポーズ,"屈む,しゃがむ,スクワット体勢",squatting,",",,,,
動作,ポーズ,敬礼,salute,",",,,,
動作,ポーズ,後ろに手を持っていく,hands behind one's back,",",,,,
動作,ポーズ,後ろ手に組まされる,hands tied behind back reference,",",,,,
動作,ポーズ,腰に手を当てる,hand on hip,",",,,,
動作,ポーズ,四つん這い,"all fours, straddling, girl on top, cowgirl position, upper body, looking at viewer, from below",",",,,,
動作,ポーズ,四つん這い2,all fours,,,,,
動作,ポーズ,指をさす,pointing,",",,,,
動作,ポーズ,手をパーにする,open hand,",",,,,
動作,ポーズ,"女の子座り,ぺたんこ座り",wariza,",",,,,
動作,ポーズ,人に座る,sitting on person,",",,,,
動作,ポーズ,人差し指を立てる,index finger raised,",",,,,
動作,ポーズ,"正座,たまに女の子座り",seiza,",",,,,
動作,ポーズ,"前かがみ,前屈み",leaning forward,",",,,,
動作,ポーズ,前かがみで,bent over,",",,,,
動作,ポーズ,足組み,crossed legs,",",,,,
動作,ポーズ,体育座り(ももを持つ),"sit flat, legs bent backwards",",",,,,
動作,ポーズ,体育座り(膝を持つ),hugging own legs,",",,,,
動作,ポーズ,腿上げ,leg lift,",",,,,
動作,ポーズ,土下座,prostration,",",,,,
動作,ポーズ,内股,pigeon toed,",",,,,
動作,ポーズ,猫のポーズ,paw pose,",",,,,
動作,ポーズ,膝を立てて座る,knees up,",",,,,
動作,ポーズ,立っている,standing,",",,,,
動作,ポーズ,両足一緒に,legs together,",",,,,
動作,脚の動作,足を広げる,spread legs,",",,,,
動作,脚の動作,足を上げます,legs up,",",,,,
動作,脚の動作,転がって足を広げる,spread legs up,",",,,,
動作,脚の動作,膝立ち,kneeling,",",,,,
動作,脚の動作,片足を上げます,leg up,",",,,,
動作,脚の動作,片足立ち,standing on one leg,",",,,,
動作,脚の動作,片膝立ち,one knee,",",,,,
動作,指さし,指差し,pointing at viewer,",",,,,
動作,指さし,指差し横,pointing to the side,",",,,,
動作,指さし,指差し下,pointing down,",",,,,
動作,指さし,指差し剣,pointing sword,",",,,,
動作,指さし,指差し後ろ,pointing another,",",,,,
動作,指さし,指差し自身,pointing at self,",",,,,
動作,指さし,指差し上,pointing up,",",,,,
動作,指さし,指差し前,pointing forward,",",,,,
動作,指さし,指差し武器,pointing weapon,",",,,,
動作,視線,カメラから視線をそらす,looking away,",",,,,
動作,視線,カメラと関係なく向いてる方向を向く,looking ahead,",",,,,
動作,視線,遠くを見ている,looking afar,",",,,,
動作,視線,下を見る,looking down,",",,,,
動作,視線,何かを見ている,looking to the side,",",,,,
動作,視線,見上げる,looking up,",",,,,
動作,視線,振り返る,looking back,",",,,,
動作,視線,誰かを見ている,looking at another,",",,,,
